,business_status,name,place_id,price_level,rating,user_ratings_total
4487,OPERATIONAL,Subway,ChIJmXvmxtUEw4kRMp7ZSejxhlc,1.0,3.5,56.0
4488,OPERATIONAL,McDonald's,ChIJT0QrztUEw4kR4qWncAU-TTk,1.0,3.8,632.0
4489,OPERATIONAL,Outback Steakhouse,ChIJcwR2uiobw4kRQnCoXfF0tTQ,2.0,4.0,889.0
4490,OPERATIONAL,Green Life Market,ChIJg6gu3NAEw4kRHhMoDAg-jCc,,4.4,69.0
4491,OPERATIONAL,Kit Hong,ChIJFW1zVioFw4kRz-wxtJ94SqY,,3.5,73.0
4492,OPERATIONAL,Anthony Francos Ristorante & Pizzeria,ChIJ-3v-RdUEw4kRgBB9qDIIkGo,2.0,4.1,378.0
4493,OPERATIONAL,Kinnelon Pizza Pasta Cafe,ChIJqXwZAfYCw4kREHiBCIA9RDU,,3.9,60.0
4494,OPERATIONAL,Dairy Queen Grill & Chill,ChIJjXgARdUEw4kRVCsQPf-aMOU,1.0,4.4,177.0
4495,OPERATIONAL,Longfellow's Coffee,ChIJEUvqcdUEw4kRGw4Kzzc6OSo,,4.7,115.0
4496,OPERATIONAL,Buonasera Restaurant & Pizzeria,ChIJ_2k8NJ0bw4kRSR9j6KhlDXU,,4.4,34.0
4497,OPERATIONAL,Panera Bread,ChIJU68eV98Fw4kRi-D1Ow4U5iQ,,2.8,9.0
4498,OPERATIONAL,Sunrise Coffee House,ChIJfXvnTt8bw4kRz4X3E2lMTTM,,4.7,112.0
4499,OPERATIONAL,Dunkin',ChIJ79ytyTMbw4kRCwRRiBhz-w0,1.0,4.5,59.0
4500,OPERATIONAL,Lina's,ChIJiYYxl0wbw4kRqICjFbSAXao,2.0,4.5,263.0
4501,OPERATIONAL,River Of Beer,ChIJP_4N80obw4kRRJqzGQfQgP8,2.0,4.5,454.0
4502,OPERATIONAL,Akoya Sushi,ChIJ4-obUeIbw4kRoxQb-X7IKVk,,4.0,85.0
4503,OPERATIONAL,Rita's Italian Ice & Frozen Custard,ChIJEbnGdDMbw4kRL6Qg0UM8YEc,1.0,4.1,53.0
4504,OPERATIONAL,AJ's Pizza Butler,ChIJ63KEYjUbw4kREa8Iq6gN5p4,1.0,4.2,250.0
4505,OPERATIONAL,Trackside Bar & Grill,ChIJoT1sXTMbw4kRxQavtnV-BcY,2.0,4.5,103.0
4506,OPERATIONAL,Ting's,ChIJGRObg0wbw4kRGLFx41qLc8s,2.0,4.2,114.0
4507,OPERATIONAL,Danny's Pizza,ChIJOfIul0wbw4kRvtkXVhzOyic,2.0,4.4,179.0
4508,OPERATIONAL,Panda World,ChIJj9q5YzUbw4kRc9HHKVOAYjg,,4.1,56.0
4509,OPERATIONAL,Dunkin',ChIJ79ytyTMbw4kRno4LXEIZctM,1.0,3.7,141.0
4510,OPERATIONAL,Guan Long Restaurant,ChIJOfIul0wbw4kRDWRIf2nIeTU,1.0,4.4,72.0
4511,OPERATIONAL,Butler Family Restaurant & Diner,ChIJqwiwyjQbw4kRx0AmX2ieG4Y,1.0,4.5,352.0
4512,OPERATIONAL,Cinco De Mayo,ChIJXUOfADQbw4kR_jakp2K0V80,2.0,4.4,447.0
4513,OPERATIONAL,El Mariachi Restaurante,ChIJU4uUYTUbw4kREESv1UH_wqg,,4.7,133.0
4514,OPERATIONAL,Thai Jasmine Cuisine,ChIJdzhfjEobw4kRD7C9RwmNj4k,2.0,4.2,94.0
4515,OPERATIONAL,Snackers Snackery,ChIJFc8uxtsbw4kRgyzzuzBpFWA,,,
4516,OPERATIONAL,La Quinta De Reyes,ChIJY1Li1DQbw4kRe7c3r_eUk9Y,2.0,4.5,199.0
4517,OPERATIONAL,La Mixteca,ChIJhf9nLcsEw4kRs_yngkLHMng,1.0,4.8,245.0
4518,OPERATIONAL,Sofrito Spanish Cuisine,ChIJ20GJNUobw4kR2PFNI6hwSaY,,4.4,81.0
4519,OPERATIONAL,Ferati's Pizza,ChIJx2ufQssEw4kRjj6kjdUH3hw,2.0,4.7,127.0
4520,OPERATIONAL,Lina's,ChIJiYYxl0wbw4kRqICjFbSAXao,2.0,4.5,263.0
4521,OPERATIONAL,Dunkin',ChIJXxP9v6wcw4kRwBDRMe2WEuE,1.0,4.2,143.0
4522,OPERATIONAL,Coney Island Pizza,ChIJEVbGFq0cw4kRmT8VOFjiB2w,2.0,4.4,154.0
4523,OPERATIONAL,Precious Chinese Cuisine,ChIJd82n6qwcw4kROK4vfNl0eQc,2.0,3.9,67.0
4524,OPERATIONAL,Tastefully British,ChIJTT6oRCsbw4kRT9ipnYJTARY,,4.6,36.0
4525,OPERATIONAL,Union Ave Deli,ChIJ34VtCFAbw4kR-CYxGNR7Ss0,1.0,4.6,71.0
4526,OPERATIONAL,Danny's Pizza,ChIJOfIul0wbw4kRvtkXVhzOyic,2.0,4.4,179.0
4527,OPERATIONAL,Boniello's,ChIJlb8Yv6wcw4kR9PwsBZ4bqtA,2.0,4.6,361.0
4528,OPERATIONAL,Kabob House,ChIJNVDCeqAbw4kRDjBmfEQRtQs,,4.6,134.0
4529,OPERATIONAL,Guan Long Restaurant,ChIJOfIul0wbw4kRDWRIf2nIeTU,1.0,4.4,72.0
4530,OPERATIONAL,Riverdale Luncheonette,ChIJRcwYIq0cw4kR2UfvXTv1iSY,1.0,4.6,32.0
4531,OPERATIONAL,Riverdale Food Store,ChIJl4CZIq0cw4kR9EhySM8YU8I,,4.9,11.0
4532,OPERATIONAL,Bloomingdale HOT BAGELS & Deli,ChIJO8SU3Uwbw4kRGWDArHPUjnA,1.0,4.6,179.0
4533,OPERATIONAL,El Molcajete,ChIJu-UkeGsdw4kRGb54dZnU1mY,,4.0,13.0
4534,OPERATIONAL,Café Chameleon,ChIJwePyy5wbw4kRAIDNOfOcuaw,,4.6,104.0
4535,OPERATIONAL,Ting's,ChIJGRObg0wbw4kRGLFx41qLc8s,2.0,4.2,114.0
4536,OPERATIONAL,New Ho King Kitchen,ChIJ-_eiOLocw4kRJKy2UzNUvpQ,1.0,4.2,152.0
4537,OPERATIONAL,Smoke Shack BBQ & Burgers Pompton Lakes,ChIJ-RSaJaodw4kRIFxnTLGW9PU,2.0,4.4,25.0
4538,OPERATIONAL,Walmart Burger,ChIJwWJ2_dIDw4kRrENA1en8bFI,,5.0,1.0
4539,OPERATIONAL,Donna's Pizza By Chef Anton Testino,ChIJg_D9gLcdw4kRK0dS1fmFsPw,2.0,3.6,40.0
4540,OPERATIONAL,Thatcher McGhee's Pompton Lakes,ChIJx3-CO7ocw4kRJ2nAuK97NZ8,2.0,4.4,995.0
4541,OPERATIONAL,Beef Trust Kitchen & Bar,ChIJVZavJbocw4kRZ3aCIl25yGU,2.0,4.5,162.0
4542,OPERATIONAL,Starbucks,ChIJ_6XyErkcw4kR8LpW-TvKhJ0,2.0,4.3,466.0
4543,OPERATIONAL,Taqueria La Juquilita,ChIJvdppD7ccw4kRKMG9QqqGywY,1.0,4.3,98.0
4544,OPERATIONAL,Tony's Pizza,ChIJ91nbGrccw4kRG92JiHtw1eY,1.0,4.3,191.0
4545,OPERATIONAL,Town & Country Deli & Catering,ChIJKVXteLccw4kRkeQpvABI-kU,1.0,4.8,57.0
4546,OPERATIONAL,Monica's Restaurant,ChIJpaLOMLgcw4kR9bCkQekpWcg,2.0,4.7,190.0
4547,OPERATIONAL,Frank's Pizza of Pompton Lakes,ChIJC6zWibkcw4kRoE7nFN9gLYQ,2.0,4.1,219.0
4548,OPERATIONAL,The Side Door Bar & Grill,ChIJ83TFPLgcw4kRKorvm7yaHxc,1.0,3.8,48.0
4549,OPERATIONAL,Asian 1,ChIJQ9_kILocw4kRwKKfY4HrZ3c,1.0,4.0,132.0
4550,OPERATIONAL,New Ho King Kitchen,ChIJ-_eiOLocw4kRJKy2UzNUvpQ,1.0,4.2,152.0
4551,OPERATIONAL,Mr. Sushi Pompton Lakes,ChIJt-s9_7Ycw4kRiIC7onmZrbQ,2.0,4.5,258.0
4552,OPERATIONAL,Domino's Pizza,ChIJeRENy7kcw4kR-WryHOZSHDM,1.0,3.7,100.0
4553,OPERATIONAL,Mack's American Bar & Grill,ChIJ22fK-LYcw4kRT55XaWnK6Aw,2.0,4.4,254.0
4554,OPERATIONAL,Wendy's,ChIJC6zWibkcw4kRc5p5E2WwhsQ,1.0,4.0,470.0
4555,OPERATIONAL,Nicky G's Pizzeria And Restaurant,ChIJ7Rc-gLccw4kRj7kc7x-HhqE,1.0,4.6,70.0
4556,OPERATIONAL,The Cardinal Cafe,ChIJ9f5XAbccw4kRV3awc1e5Mq0,1.0,4.6,279.0
4557,OPERATIONAL,Farm View Pork Store,ChIJ5-9Q1rkcw4kRVaEl2RHsONA,,5.0,25.0
4558,OPERATIONAL,Mr. Ramen,ChIJPT5Htbkcw4kRhuFwAnJ4Un8,2.0,4.2,141.0
4559,OPERATIONAL,Jardín Latino,ChIJz4wbgI4dw4kRoSvxoYGF-Ks,,5.0,2.0
4560,OPERATIONAL,Portobello,ChIJgaAQ9Rkdw4kRSH8eQD7-puE,2.0,4.0,1235.0
4561,OPERATIONAL,Oakland Diner,ChIJyehR6x4dw4kROetXMo9BNmU,2.0,4.5,1257.0
4562,OPERATIONAL,Hansil's Bar & Grill,ChIJK5rS5h8dw4kRv9mNReMneJ4,1.0,4.1,86.0
4563,OPERATIONAL,Burger King,ChIJaaCYwBAdw4kRnEcImTKSYQk,1.0,3.6,140.0
4564,OPERATIONAL,Lenape Valley Diner,ChIJoUPAsRAdw4kRaVudSrCuAx0,2.0,4.5,509.0
4565,OPERATIONAL,Bento Sushi,ChIJ55MTN3odw4kRRIQMj-UKKx0,,5.0,1.0
4566,OPERATIONAL,Dairy Queen,ChIJFfTQrrAdw4kRMJ9vCguJDqY,1.0,4.4,157.0
4567,OPERATIONAL,Burger King,ChIJaaCYwBAdw4kRnEcImTKSYQk,1.0,3.6,140.0
4568,OPERATIONAL,Lenape Valley Diner,ChIJoUPAsRAdw4kRaVudSrCuAx0,2.0,4.5,509.0
4569,OPERATIONAL,Dairy Queen,ChIJFfTQrrAdw4kRMJ9vCguJDqY,1.0,4.4,157.0
4570,CLOSED_TEMPORARILY,Golden Dynasty Restaurant,ChIJN7JA7qjiwokRAgtfJd4KbcA,2.0,4.1,79.0
4571,OPERATIONAL,Starbucks,ChIJzY7WvKjiwokRbLgmMRqeb-w,2.0,4.3,133.0
4572,OPERATIONAL,Playa Bowls,ChIJj_W7VrfjwokRE-1ODaQD-bw,2.0,4.5,116.0
4573,OPERATIONAL,The Brick House,ChIJ54iUkBrjwokRHRUI5TtKgLg,3.0,4.5,610.0
4574,OPERATIONAL,Goldberg's Famous Bagels,ChIJta_HpQPjwokRuOWn-8-2Ju8,1.0,3.9,89.0
4575,OPERATIONAL,Blue Moon Mexican Cafe,ChIJ79aQxQPjwokRIkN--fF9em0,2.0,4.2,598.0
4576,OPERATIONAL,3 Chicas Mexican Kitchen,ChIJiwgODv3iwokRcFQFLDbO-xA,2.0,4.1,187.0
4577,OPERATIONAL,Starbucks,ChIJyx0XowPjwokRNhsFsHnFn64,2.0,4.1,161.0
4578,OPERATIONAL,Rosario's Trattoria,ChIJO3rfzxXjwokRvxwpSfE-I-s,2.0,4.6,181.0
4579,OPERATIONAL,Arturo's Restaurant,ChIJg5Ec3RXjwokR0A_tru2nt7g,3.0,4.5,165.0
4580,OPERATIONAL,Wyckoff Thai Cuisine,ChIJEci3mgPjwokRxX0yPg48w54,2.0,4.5,321.0
4581,OPERATIONAL,Pizzeria Mandara,ChIJY8D_9APjwokRkE7wJr2Rxtg,2.0,4.3,257.0
4582,OPERATIONAL,The Pizza Parlor,ChIJOWYnOf3iwokRR_vc_7jEPEo,2.0,4.6,81.0
4583,OPERATIONAL,Aldo's Italian Restaurant,ChIJvxG_7TDjwokRXYQ1F9KN9bg,3.0,4.5,363.0
4584,OPERATIONAL,TS Ma Chinese Cuisine,ChIJ8xiWp_3iwokRDK7U953rgkQ,2.0,4.3,196.0
4585,OPERATIONAL,Pizza Love,ChIJ319nCP3iwokRbIGcf7zEAUs,2.0,4.4,290.0
4586,OPERATIONAL,SuperJuice Nation,ChIJjYqlCP3iwokRiimgP4O8Zs0,,4.6,37.0
4587,OPERATIONAL,Domino's Pizza,ChIJzUt4IBTjwokRoa1Ww4nAvT4,1.0,3.5,106.0
4588,OPERATIONAL,Wyckoff Delicatessen,ChIJiwgODv3iwokRWJAMbA12kbM,,4.5,75.0
4589,OPERATIONAL,Sakura,ChIJyedXX_3iwokRoDk6GW8g4Uk,2.0,4.5,164.0
4590,OPERATIONAL,Dunkin',ChIJGX1BRf3iwokRgzGYXrmj0C4,1.0,4.2,133.0
4591,OPERATIONAL,Bonchon Midland Park,ChIJeaRpyxXjwokRTRMRYGTnQaI,2.0,4.5,230.0
4592,OPERATIONAL,Wah Sing II Chinese Restaurant,ChIJuXnXE_3iwokRXeZrb-6zQzE,1.0,4.0,76.0
4593,OPERATIONAL,The Village Grille Restaurant & Bar,ChIJdeDOSHbjwokR_JMab4YVbFE,2.0,4.2,312.0
4594,OPERATIONAL,Rosario's Trattoria,ChIJO3rfzxXjwokRvxwpSfE-I-s,2.0,4.6,181.0
4595,OPERATIONAL,Arturo's Restaurant,ChIJg5Ec3RXjwokR0A_tru2nt7g,3.0,4.5,165.0
4596,OPERATIONAL,Domino's Pizza,ChIJzUt4IBTjwokRoa1Ww4nAvT4,1.0,3.5,106.0
4597,OPERATIONAL,Bonchon Midland Park,ChIJeaRpyxXjwokRTRMRYGTnQaI,2.0,4.5,230.0
4598,OPERATIONAL,Legends Corner Pub Wine & Spirits,ChIJ1bl3tRXjwokRjcfv1x3pY4Q,2.0,4.5,125.0
4599,OPERATIONAL,Nicole's Restaurant,ChIJ1bl3tRXjwokR6uuwmffhKEc,,,
4600,OPERATIONAL,Burger King,ChIJjREux4jjwokRmlfC5VPmxsU,,,
4601,OPERATIONAL,Hot Dog Caboose,ChIJHQsr5xXjwokRga9It1xuUbY,1.0,4.4,129.0
4602,OPERATIONAL,Ho-Ho-Kus Inn & Tavern,ChIJS6_KVpDkwokRfOVYhAO95Og,3.0,4.4,379.0
4603,OPERATIONAL,Matthews Colonial Diner,ChIJB4rTMYHkwokRjudWDJnoeuI,1.0,4.3,695.0
4604,OPERATIONAL,Limoncello,ChIJozMSvoDkwokRgFrVAECtE4M,2.0,4.4,263.0
4605,OPERATIONAL,Nellie's Place,ChIJD0B-LIfkwokRs5C5LcOJjSA,2.0,4.4,861.0
4606,OPERATIONAL,Andrea's,ChIJNaitV4fkwokRc09haTaowec,2.0,4.5,209.0
4607,OPERATIONAL,St. Eve's,ChIJCcL_5pDkwokReuAfI4-gW1E,3.0,4.4,146.0
4608,OPERATIONAL,"Red Bowl - Chinese, Japanese, Thai, Asian Fusion Restaurant",ChIJ1Y7tU4fkwokRaq7afEyyLpM,,4.3,172.0
4609,OPERATIONAL,House of Burrito Chicken & Pizza,ChIJ2aAU9H3kwokRavQ7lCgWEtE,1.0,4.2,100.0
4610,OPERATIONAL,Ike's Big Mouth,ChIJr1lY2H_kwokRlDhIcGCsgt8,1.0,4.7,117.0
4611,OPERATIONAL,Alt Eats,ChIJ_2v78ZDkwokRHz_JOQlm0ag,2.0,4.4,68.0
4612,OPERATIONAL,catchy. cafe & catering,ChIJw4Q_7JDkwokRAOV-KdhUBh4,2.0,4.6,38.0
4613,OPERATIONAL,Roma Pizza Restaurant,ChIJt2HLj3jkwokRVAtfPJhlEGU,2.0,4.2,68.0
4614,OPERATIONAL,Bagel Nosh of Waldwick,ChIJO07PVYfkwokRcWxlvvJqJWQ,1.0,4.8,179.0
4615,OPERATIONAL,Sunny Wok,ChIJ1UrA6pDkwokRO1TtKs6Wl0g,,4.0,78.0
4616,OPERATIONAL,Yogybee Waldwick,ChIJreMD7njkwokRFGBQc555DxU,,4.4,74.0
4617,OPERATIONAL,Boston Market,ChIJa9ubAYHkwokRCP4wPUZnrKI,1.0,4.0,133.0
4618,OPERATIONAL,Albert's Ho-Ho-Kus,ChIJBasBAZHkwokRpIALfkwpqjs,2.0,4.5,189.0
4619,OPERATIONAL,The Sicilian Sun,ChIJ1UrA6pDkwokRIBe5H8cFAIs,2.0,4.3,185.0
4620,OPERATIONAL,Just Janice,ChIJycCRRpDkwokRffT9FfqAF-o,2.0,4.4,96.0
4621,OPERATIONAL,Natale's Pizzeria & Catering,ChIJn_aff4DkwokR7-Sxrow5P6k,1.0,4.6,112.0
4622,OPERATIONAL,Demarest Farms,ChIJBU6-W6nlwokRzxupwcNCsfg,,4.0,720.0
4623,OPERATIONAL,bp,ChIJi6mNigzlwokRmPgbQ1-GN80,,3.2,9.0
4624,OPERATIONAL,마켓,ChIJYQWN5nnlwokR8gcBPWnNvoU,,,
4625,OPERATIONAL,Ted's Place Llc,ChIJAQDAigzlwokRDi9jA3SWOp0,,3.5,2.0
4626,OPERATIONAL,The Cornerstone Restaurant & Bar,ChIJxShi3YLlwokRSKLdJDwZmA0,2.0,4.3,476.0
4627,OPERATIONAL,Broadway Pizzeria-Restaurant,ChIJG1F1CHnlwokRj9lBcap27HU,2.0,4.2,66.0
4628,OPERATIONAL,Osso Buco Grill,ChIJe3LEFpDlwokRTPd4vWrKFgk,2.0,4.6,234.0
4629,OPERATIONAL,Della Cucina Italian Ristorante & Pizzeria,ChIJWSPhxZzlwokR1wGBq6k6xYE,2.0,4.5,219.0
4630,OPERATIONAL,Nino's Pizza & Restaurant,ChIJLf5g-o3lwokRqaRfyFWdrRI,1.0,4.6,227.0
4631,OPERATIONAL,Ray's Traditional Pizza Hillsdale,ChIJGTrRDpDlwokRUeYUu476yA4,2.0,4.5,88.0
4632,OPERATIONAL,Wendy's,ChIJcaQGKoPlwokRzEUpQgFzsQY,1.0,4.0,485.0
4633,OPERATIONAL,Ronnie's Hot Bagels Hillsdale,ChIJRTFmPIPlwokRcSTU9-p3BJ0,2.0,3.3,84.0
4634,OPERATIONAL,Chicken Delight,ChIJ_-fKIYPlwokR5h69ZKhnNWQ,1.0,4.3,62.0
4635,OPERATIONAL,Los Fuertes de Loreto,ChIJDRUzPIPlwokRvgrFpBvrXiA,1.0,4.5,178.0
4636,OPERATIONAL,Matsu Japanese Restaurant,ChIJy_ZjQ4PlwokRPZCfFMTCxEI,2.0,4.4,107.0
4637,OPERATIONAL,Friendly's,ChIJKUObJZ3lwokRl1dNoDk82X8,1.0,4.0,279.0
4638,OPERATIONAL,Domani,ChIJ86mzNp3lwokR30DInVA5_Pg,2.0,4.5,253.0
4639,OPERATIONAL,Peking House,ChIJ6xaEQ4PlwokRg0K9LuTNMow,1.0,4.0,60.0
4640,OPERATIONAL,Casa Del Sole,ChIJ33Q8eY3lwokRNdHCOkmeF3Y,2.0,4.7,180.0
4641,OPERATIONAL,Dunkin',ChIJYRBS7YLlwokR5e9n1l33dKI,1.0,4.2,131.0
4642,OPERATIONAL,Hunan New Jade,ChIJGTrRDpDlwokRCIXtjoNKvGg,,4.0,49.0
4643,OPERATIONAL,Hold My Knots NJ,ChIJvRLVQ4PlwokRk7f3c9iGTcY,,4.6,179.0
4644,OPERATIONAL,Reilly's Rib Cage,ChIJ1czlLETwwokRKC0EUK4BHjU,2.0,4.7,217.0
4645,OPERATIONAL,La Morenita Deli and restaurant,ChIJNelEQIPlwokR_idXgZ5Cs-0,,4.4,27.0
4646,OPERATIONAL,01Innovations,ChIJtUWSw3vvwokRsWGOKHJj2Gc,,5.0,1.0
4647,OPERATIONAL,Tommy Sushi,ChIJK-SqRXXvwokRwhixRyl68x8,,4.8,78.0
4648,OPERATIONAL,Dunkin',ChIJrciIz5_vwokRPWBReKxcrB8,1.0,4.2,59.0
4649,OPERATIONAL,Sushi Kazuki,ChIJMS1vxZ_vwokR_IGZfwGScqA,,4.7,155.0
4650,OPERATIONAL,Vicolo,ChIJp4kMe9_uwokRBDlwfws8JCE,2.0,4.4,213.0
4651,OPERATIONAL,BBQ Chicken Old Tappan,ChIJp4kMe9_uwokR4Yc3OlIxnxw,2.0,4.1,91.0
4652,OPERATIONAL,"MOOYAH Burgers, Fries & Shakes",ChIJ2XYlYyDvwokReJj8CmAytdk,2.0,4.5,540.0
4653,OPERATIONAL,Starbucks,ChIJ03Oibt_uwokR_EtCRBy1A20,2.0,4.4,142.0
4654,OPERATIONAL,Hoshitori Sushi & Ramen,ChIJp4kMe9_uwokRTMc7sl97jrE,1.0,4.5,82.0
4655,OPERATIONAL,Ever Green Chinese Food,ChIJZbD_bN_uwokRqDDYB6Aqbgg,1.0,3.8,45.0
4656,OPERATIONAL,Madeleine's Petit Paris,ChIJ_TbG073uwokRd0nIiVEzUaQ,2.0,4.8,255.0
4657,OPERATIONAL,Vicolo,ChIJp4kMe9_uwokRBDlwfws8JCE,2.0,4.4,213.0
4658,OPERATIONAL,BBQ Chicken Old Tappan,ChIJp4kMe9_uwokR4Yc3OlIxnxw,2.0,4.1,91.0
4659,OPERATIONAL,Chef Gaspard Inc,ChIJ_TbG073uwokRlyusZvUlwaU,,,
4660,OPERATIONAL,"MOOYAH Burgers, Fries & Shakes",ChIJ2XYlYyDvwokReJj8CmAytdk,2.0,4.5,540.0
4661,OPERATIONAL,Chok Dee Thai Kitchen,ChIJDWfiZJHuwokRjCJlBSJceng,1.0,4.7,139.0
4662,OPERATIONAL,Marios's,ChIJc5Y6Ie7uwokRQ0K_XV8pNqE,2.0,4.2,123.0
4663,OPERATIONAL,Hunan Royal,ChIJg6fYIO7uwokRtUBPqkt-wXE,1.0,4.3,59.0
4664,OPERATIONAL,Starbucks,ChIJ03Oibt_uwokR_EtCRBy1A20,2.0,4.4,142.0
4665,OPERATIONAL,Bosfa Italian Restaurant,ChIJ_fz1t87vwokRkTFiQgFAdK0,2.0,4.4,125.0
4666,OPERATIONAL,Hoshitori Sushi & Ramen,ChIJp4kMe9_uwokRTMc7sl97jrE,1.0,4.5,82.0
4667,OPERATIONAL,Ever Green Chinese Food,ChIJZbD_bN_uwokRqDDYB6Aqbgg,1.0,3.8,45.0
4668,OPERATIONAL,Yoi Tomo,ChIJww5rn6HvwokRWXg0l9dcvoA,2.0,4.9,37.0
4669,OPERATIONAL,Madeleine's Petit Paris,ChIJ_TbG073uwokRd0nIiVEzUaQ,2.0,4.8,255.0
4670,OPERATIONAL,Northvale Classic Diner,ChIJvb2qbqXuwokRx1fw3qLAwYU,2.0,4.2,711.0
4671,OPERATIONAL,Starbucks,ChIJPYbrZ6XuwokRXc2rgW9pEYw,2.0,4.2,255.0
4672,OPERATIONAL,Cousins Pizza,ChIJp13M9Y3uwokRmRH13RVy80A,2.0,4.6,172.0
4673,OPERATIONAL,Moe's Southwest Grill,ChIJEwtvFKXuwokR0ilV83ojGFQ,1.0,3.9,97.0
4674,OPERATIONAL,Brady's Fox Hunt Inn,ChIJfzuyYL3uwokRlCe_Un2MGas,2.0,4.4,163.0
4675,OPERATIONAL,La Casa Formoso,ChIJEcjWXL3uwokRRHgG7mYlczs,,4.7,75.0
4676,OPERATIONAL,Organica Natural Foods,ChIJAWvIv6TuwokRT7WGHPW3l1E,3.0,4.5,208.0
4677,OPERATIONAL,LOLOL Rolls & Sushi and POKE,ChIJq7TIcKPuwokRbIcF6e0iKog,,4.8,11.0
4678,OPERATIONAL,Wally's Bagel Cafe,ChIJJSyC6qTuwokRQlSTFIzalqI,2.0,4.4,84.0
4679,OPERATIONAL,Jersey Mike's Subs,ChIJRwAEqqXuwokRzOTcnx24fWg,1.0,4.3,167.0
4680,OPERATIONAL,Chef Gaspard Inc,ChIJ_TbG073uwokRlyusZvUlwaU,,,
4681,OPERATIONAL,Chok Dee Thai Kitchen,ChIJDWfiZJHuwokRjCJlBSJceng,1.0,4.7,139.0
4682,OPERATIONAL,Ragazzi,ChIJyzu3gpHuwokRHkvGHYKtKZo,2.0,4.4,225.0
4683,OPERATIONAL,Subway,ChIJg1VZDK_uwokRNGhXYHhC4Bs,1.0,4.2,59.0
4684,OPERATIONAL,Yoma Yama Sushi,ChIJex1AN6XuwokRNh0vzJ9O_j0,2.0,4.7,90.0
4685,OPERATIONAL,Panera Bread,ChIJx9dzZKXuwokRlJ3QTUIaBlk,2.0,4.1,248.0
4686,OPERATIONAL,Biddy O'Malley's,ChIJ1x6PiZjuwokRXRqw9kLLoEQ,2.0,4.7,528.0
4687,OPERATIONAL,The Greek Village,ChIJbWUpQb3uwokR3LXhgRjp8XI,2.0,4.6,398.0
4688,OPERATIONAL,Broadway Pizza II,ChIJAWvIv6TuwokRjdXeOh6AOCc,1.0,3.9,65.0
4689,OPERATIONAL,(TFS) The Filling Station * Burger Works,ChIJ_YRNzgzswokRBwXJvcg-H_Y,,4.5,417.0
4690,OPERATIONAL,Zapata,ChIJ6UNaQBvswokRd1t_-1PHefc,2.0,4.3,435.0
4691,OPERATIONAL,Touchfreecafe.com,ChIJffUBMVntwokROCKkuxiUORc,,,
4692,OPERATIONAL,Harvest on Hudson,ChIJMdSpQYvswokRtL-JNcT3ZPM,3.0,4.4,1435.0
4693,OPERATIONAL,Half Moon,ChIJq4npZITswokRHq4U3KH4pJ8,3.0,4.3,1679.0
4694,OPERATIONAL,Touchfreecafe.com,ChIJffUBMVntwokROCKkuxiUORc,,,
4695,OPERATIONAL,Hudson Social,ChIJe6Vue4PswokRKlxu_B8qxFY,2.0,4.3,411.0
4696,OPERATIONAL,Half Moon,ChIJq4npZITswokRHq4U3KH4pJ8,3.0,4.3,1679.0
4697,OPERATIONAL,Harvest on Hudson,ChIJMdSpQYvswokRtL-JNcT3ZPM,3.0,4.4,1435.0
4698,OPERATIONAL,Sushi Mike's,ChIJM6nYZGLrwokRO8me2evI8O4,2.0,4.4,364.0
4699,OPERATIONAL,The Cookery,ChIJP5SLMJ3swokRVXgEVpR1Xg4,2.0,4.6,463.0
4700,OPERATIONAL,Starbucks,ChIJu6KYK7vswokRNzp-nrQEHCE,2.0,3.7,475.0
4701,OPERATIONAL,Lemon Tree Asian Cuisine,ChIJMc2oB2LrwokRKIJ1rDRyw34,,4.0,59.0
4702,OPERATIONAL,Menchie's Frozen Yogurt,ChIJU-2CwNPtwokRJKW-XWyIE-A,1.0,4.7,30.0
4703,OPERATIONAL,Buddha Asian Bistro,ChIJRUYlMbvswokRFhRiurVKPhM,2.0,4.3,301.0
4704,OPERATIONAL,Chopt Creative Salad Co.,ChIJr0hF2brswokR4oXlf6FDXOE,2.0,4.1,256.0
4705,OPERATIONAL,Chipotle Mexican Grill,ChIJazUqI7vswokR_caXFEnVSMs,1.0,3.5,518.0
4706,OPERATIONAL,Gallo Deli,ChIJL6EvRV_rwokRKT11JjhWSJU,1.0,4.5,76.0
4707,OPERATIONAL,Smoothie King,ChIJ-z1BK7vswokRuWPSUao9QyQ,2.0,4.2,122.0
4708,OPERATIONAL,Harper's,ChIJA-Aza53swokRGwbjVmT4QnQ,2.0,4.4,216.0
4709,OPERATIONAL,Dobbs Castle Pizza,ChIJAQBM_2HrwokR_ZR5RTaM83o,,4.8,25.0
4710,OPERATIONAL,Sam's Italian Ristorante,ChIJLUMwgGLrwokR38N1ozGMKfA,2.0,4.4,285.0
4711,OPERATIONAL,Tomatillo,ChIJ2WQl_mHrwokR-wOqkmDxPKY,2.0,4.2,234.0
4712,CLOSED_TEMPORARILY,The Mill,ChIJ9XW0RPPswokRGAfo8JwLqV0,2.0,4.5,136.0
4713,OPERATIONAL,The Brick Oven Pizza,ChIJHWZggGLrwokRcc3QorGpR74,1.0,4.3,154.0
4714,OPERATIONAL,Dobbs Diner,ChIJ4dXit2HrwokRH83Iw6VgvAQ,2.0,4.3,442.0
4715,OPERATIONAL,Golden Dragon,ChIJlerE_2HrwokRtfzpRf_KT-c,2.0,3.9,49.0
